Data Check 1,Data Check 2 ,Study Phase ,Site ,Tran,Dist ,Rep or Extra,Date(s) of Procedure ,Crucible Number # ,Empty Crucible Weight,Subsample Weight (Filter + Sediment on Filter) ,Post-Burn Weight 
,,M8,S,2,24,c,,,,,
,,M8,S,2,48,a,,,,,
,,M8,S,2,48,b ,,,,,
,,M8,S,2,48,c,,,,,
,,M8,S,,,E-1 ,,,,,
,,M8,S,,,E-2 ,,,,,
,,M8,S,,,E-3 ,,,,,
,,M8,S,,,E-4 ,,,,,
,,M9,B,1,0.5,a ,,,,,
,,M9,B,1,0.5,b ,,,,,
,,M9,B,1,0.5,c,,,,,
,,M9,B,1,2,a ,,,,,
,,M9,B,1,2,b ,,,,,
,,M9,B,1,2,c,,,,,
,,M9,B,1,6,a ,,,,,
,,M9,B,1,6,b ,,,,,
,,M9,B,1,6,c,,,,,
,,M9,B,1,12,a ,,,,,
,,M9,B,1,12,b ,,,,,
,,M9,B,1,12,c,,,,,
,,M9,B,1,18,a ,,,,,
,,M9,B,1,18,b ,,,,,
,,M9,B,1,18,c ,,,,,
,,M9,B,1,24,a ,,,,,
,,M9,B,1,24,b ,,,,,
,,M9,B,1,24,c,,,,,
,,M9,B,1,48,a ,,,,,
,,M9,B,1,48,b ,,,,,
,,M9,B,1,48,c,,,,,
,,M9,B,2,0.5,a ,,,,,
,,M9,B,2,0.5,b ,,,,,
,,M9,B,2,0.5,c,,,,,
,,M9,B,2,2,a ,,,,,
,,M9,B,2,2,b ,,,,,
,,M9,B,2,2,c,,,,,
,,M9,B,2,6,a ,,,,,
,,M9,B,2,6,b ,,,,,
,,M9,B,2,6,c,,,,,
,,M9,B,2,12,a ,,,,,
,,M9,B,2,12,b ,,,,,
,,M9,B,2,12,c,,,,,
,,M9,B,2,18,a,,,,,
,,M9,B,2,18,b ,,,,,
,,M9,B,2,18,c,,,,,
,,M9,B,2,24,a ,,,,,
,,M9,B,2,24,b ,,,,,
,,M9,B,2,24,c,,,,,
,,M9,B,2,48,a ,,,,,
,,M9,B,2,48,b ,,,,,
,,M9,B,2,48,c,,,,,
,,M9,B,,,E1 ,,,,,
,,M9,B,,,E2 ,,,,,
,,M9,B,,,E3,,,,,
,,M9,B,,,E4 ,,,,,
,,M9,G,1,0.5,a,,,,,
,,M9,G,1,0.5,b ,,,,,
,,M9,G,1,0.5,c,,,,,
,,M9,G,1,2,a,,,,,
,,M9,G,1,2,b ,,,,,
,,M9,G,1,2,c,,,,,
,,M9,G,1,6,a,,,,,
,,M9,G,1,6,b ,,,,,
,,M9,G,1,6,c,,,,,
,,M9,G,1,12,a,,,,,
,,M9,G,1,12,b ,,,,,
,,M9,G,1,12,c,,,,,
,,M9,G,1,18,a,,,,,
,,M9,G,1,18,b ,,,,,
,,M9,G,1,18,c,,,,,
,,M9,G,1,24,a ,,,,,
,,M9,G,1,24,b ,,,,,
,,M9,G,1,24,c,,,,,
,,M9,G,1,48,a,,,,,
,,M9,G,1,48,b ,,,,,
,,M9,G,1,48,c,,,,,
,,M9,G,2,0.5,a,,,,,
,,M9,G,2,0.5,b ,,,,,
,,M9,G,2,0.5,c,,,,,
,,M9,G,2,2,a,,,,,
,,M9,G,2,2,b ,,,,,
,,M9,G,2,2,c,,,,,
,,M9,G,2,6,a,,,,,
,,M9,G,2,6,b ,,,,,
,,M9,G,2,6,c,,,,,
,,M9,G,2,12,a,,,,,
,,M9,G,2,12,b ,,,,,
,,M9,G,2,12,c,,,,,
,,M9,G,2,18,a,,,,,
,,M9,G,2,18,b ,,,,,
,,M9,G,2,18,c,,,,,
,,M9,G,2,24,a ,,,,,
,,M9,G,2,24,b ,,,,,
,,M9,G,2,24,c,,,,,
,,M9,G,2,48,a,,,,,
,,M9,G,2,48,b ,,,,,
,,M9,G,2,48,c,,,,,
,,M9,G,,,E-1 ,,,,,
,,M9,G,,,E-2 ,,,,,
,,M9,G,,,E-3 ,,,,,
,,M9,G,,,E-4 ,,,,,
,,M9,C,1,0.5,a,,,,,
,,M9,C,1,0.5,b ,,,,,
,,M9,C,1,0.5,c,,,,,
,,M9,C,1,2,a,,,,,
,,M9,C,1,2,b ,,,,,
,,M9,C,1,2,c,,,,,
,,M9,C,1,6,a,,,,,
,,M9,C,1,6,b ,,,,,
,,M9,C,1,6,c,,,,,
,,M9,C,1,12,a,,,,,
,,M9,C,1,12,b ,,,,,
,,M9,C,1,12,c,,,,,
,,M9,C,1,18,a,,,,,
,,M9,C,1,18,b ,,,,,
,,M9,C,1,18,c,,,,,
,,M9,C,1,24,a ,,,,,
,,M9,C,1,24,b ,,,,,
,,M9,C,1,24,c,,,,,
,,M9,C,1,48,a,,,,,
,,M9,C,1,48,b ,,,,,
,,M9,C,1,48,c,,,,,
,,M9,C,2,0.5,a,,,,,
,,M9,C,2,0.5,b ,,,,,
,,M9,C,2,0.5,c,,,,,
,,M9,C,2,2,a,,,,,
,,M9,C,2,2,b ,,,,,
,,M9,C,2,2,c,,,,,
,,M9,C,2,6,a,,,,,
,,M9,C,2,6,b ,,,,,
,,M9,C,2,6,c,,,,,
,,M9,C,2,12,a,,,,,
,,M9,C,2,12,b ,,,,,
,,M9,C,2,12,c,,,,,
,,M9,C,2,18,a,,,,,
,,M9,C,2,18,b ,,,,,
,,M9,C,2,18,c,,,,,
,,M9,C,2,24,a ,,,,,
,,M9,C,2,24,b ,,,,,
,,M9,C,2,24,c,,,,,
,,M9,C,2,48,a,,,,,
,,M9,C,2,48,b ,,,,,
,,M9,C,2,48,c,,,,,
,,M9,C,,,E-1 ,,,,,
,,M9,C,,,E-2 ,,,,,
,,M9,C,,,E-3 ,,,,,
,,M9,C,,,E-4 ,,,,,
,,M9,S,1,0.5,a,,,,,
,,M9,S,1,0.5,b ,,,,,
,,M9,S,1,0.5,c,,,,,
,,M9,S,1,2,a,,,,,
,,M9,S,1,2,b ,,,,,
,,M9,S,1,2,c,,,,,
,,M9,S,1,6,a,,,,,
,,M9,S,1,6,b ,,,,,
,,M9,S,1,6,c,,,,,
,,M9,S,1,12,a,,,,,
,,M9,S,1,12,b ,,,,,
,,M9,S,1,12,c,,,,,
,,M9,S,1,18,a,,,,,
,,M9,S,1,18,b ,,,,,
,,M9,S,1,18,c,,,,,
,,M9,S,1,24,a ,,,,,
,,M9,S,1,24,b ,,,,,
,,M9,S,1,24,c,,,,,
,,M9,S,1,48,a,,,,,
,,M9,S,1,48,b ,,,,,
,,M9,S,1,48,c,,,,,
,,M9,S,2,0.5,a,,,,,
,,M9,S,2,0.5,b ,,,,,
,,M9,S,2,0.5,c,,,,,
,,M9,S,2,2,a,,,,,
,,M9,S,2,2,b ,,,,,
,,M9,S,2,2,c,,,,,
,,M9,S,2,6,a,,,,,
,,M9,S,2,6,b ,,,,,
,,M9,S,2,6,c,,,,,
,,M9,S,2,12,a,,,,,
,,M9,S,2,12,b ,,,,,
,,M9,S,2,12,c,,,,,
,,M9,S,2,18,a,,,,,
,,M9,S,2,18,b ,,,,,
,,M9,S,2,18,c,,,,,
,,M9,S,2,24,a ,,,,,
,,M9,S,2,24,b ,,,,,
,,M9,S,2,24,c,,,,,
,,M9,S,2,48,a,,,,,
,,M9,S,2,48,b ,,,,,
,,M9,S,2,48,c,,,,,
,,M9,S,,,E-1 ,,,,,
,,M9,S,,,E-2 ,,,,,
,,M9,S,,,E-3 ,,,,,
,,M9,S,,,E-4 ,,,,,
,,M10,B,1,0.5,a ,,,,,
,,M10,B,1,0.5,b ,,,,,
,,M10,B,1,0.5,c,,,,,
,,M10,B,1,2,a ,,,,,
,,M10,B,1,2,b ,,,,,
,,M10,B,1,2,c,,,,,
,,M10,B,1,6,a ,,,,,
,,M10,B,1,6,b ,,,,,
,,M10,B,1,6,c,,,,,
,,M10,B,1,12,a ,,,,,
,,M10,B,1,12,b ,,,,,
,,M10,B,1,12,c,,,,,
,,M10,B,1,18,a ,,,,,
,,M10,B,1,18,b ,,,,,
,,M10,B,1,18,c ,,,,,
,,M10,B,1,24,a ,,,,,
,,M10,B,1,24,b ,,,,,
,,M10,B,1,24,c,,,,,
,,M10,B,1,48,a ,,,,,
,,M10,B,1,48,b ,,,,,
,,M10,B,1,48,c,,,,,
,,M10,B,2,0.5,a ,,,,,
,,M10,B,2,0.5,b ,,,,,
,,M10,B,2,0.5,c,,,,,
,,M10,B,2,2,a ,,,,,
,,M10,B,2,2,b ,,,,,
,,M10,B,2,2,c,,,,,
,,M10,B,2,6,a ,,,,,
,,M10,B,2,6,b ,,,,,
,,M10,B,2,6,c,,,,,
,,M10,B,2,12,a ,,,,,
,,M10,B,2,12,b ,,,,,
,,M10,B,2,12,c,,,,,
,,M10,B,2,18,a,,,,,
,,M10,B,2,18,b ,,,,,
,,M10,B,2,18,c,,,,,
,,M10,B,2,24,a ,,,,,
,,M10,B,2,24,b ,,,,,
,,M10,B,2,24,c,,,,,
,,M10,B,2,48,a ,,,,,
,,M10,B,2,48,b ,,,,,
,,M10,B,2,48,c,,,,,
,,M10,B,,,E1 ,,,,,
,,M10,B,,,E2 ,,,,,
,,M10,B,,,E3,,,,,
,,M10,B,,,E4 ,,,,,
,,M10,G,1,0.5,a,,,,,
,,M10,G,1,0.5,b ,,,,,
,,M10,G,1,0.5,c,,,,,
,,M10,G,1,2,a,,,,,
,,M10,G,1,2,b ,,,,,
,,M10,G,1,2,c,,,,,
,,M10,G,1,6,a,,,,,
,,M10,G,1,6,b ,,,,,
,,M10,G,1,6,c,,,,,
,,M10,G,1,12,a,,,,,
,,M10,G,1,12,b ,,,,,
,,M10,G,1,12,c,,,,,
,,M10,G,1,18,a,,,,,
,,M10,G,1,18,b ,,,,,
,,M10,G,1,18,c,,,,,
,,M10,G,1,24,a ,,,,,
,,M10,G,1,24,b ,,,,,
,,M10,G,1,24,c,,,,,
,,M10,G,1,48,a,,,,,
,,M10,G,1,48,b ,,,,,
,,M10,G,1,48,c,,,,,
,,M10,G,2,0.5,a,,,,,
,,M10,G,2,0.5,b ,,,,,
,,M10,G,2,0.5,c,,,,,
,,M10,G,2,2,a,,,,,
,,M10,G,2,2,b ,,,,,
,,M10,G,2,2,c,,,,,
,,M10,G,2,6,a,,,,,
,,M10,G,2,6,b ,,,,,
,,M10,G,2,6,c,,,,,
,,M10,G,2,12,a,,,,,
,,M10,G,2,12,b ,,,,,
,,M10,G,2,12,c,,,,,
,,M10,G,2,18,a,,,,,
,,M10,G,2,18,b ,,,,,
,,M10,G,2,18,c,,,,,
,,M10,G,2,24,a ,,,,,
,,M10,G,2,24,b ,,,,,
,,M10,G,2,24,c,,,,,
,,M10,G,2,48,a,,,,,
,,M10,G,2,48,b ,,,,,
,,M10,G,2,48,c,,,,,
,,M10,G,,,E-1 ,,,,,
,,M10,G,,,E-2 ,,,,,
,,M10,G,,,E-3 ,,,,,
,,M10,G,,,E-4 ,,,,,
,,M10,C,1,0.5,a,,,,,
,,M10,C,1,0.5,b ,,,,,
,,M10,C,1,0.5,c,,,,,
,,M10,C,1,2,a,,,,,
,,M10,C,1,2,b ,,,,,
,,M10,C,1,2,c,,,,,
,,M10,C,1,6,a,,,,,
,,M10,C,1,6,b ,,,,,
,,M10,C,1,6,c,,,,,
,,M10,C,1,12,a,,,,,
,,M10,C,1,12,b ,,,,,
,,M10,C,1,12,c,,,,,
,,M10,C,1,18,a,,,,,
,,M10,C,1,18,b ,,,,,
,,M10,C,1,18,c,,,,,
,,M10,C,1,24,a ,,,,,
,,M10,C,1,24,b ,,,,,
,,M10,C,1,24,c,,,,,
,,M10,C,1,48,a,,,,,
,,M10,C,1,48,b ,,,,,
,,M10,C,1,48,c,,,,,
,,M10,C,2,0.5,a,,,,,
,,M10,C,2,0.5,b ,,,,,
,,M10,C,2,0.5,c,,,,,
,,M10,C,2,2,a,,,,,
,,M10,C,2,2,b ,,,,,
,,M10,C,2,2,c,,,,,
,,M10,C,2,6,a,,,,,
,,M10,C,2,6,b ,,,,,
,,M10,C,2,6,c,,,,,
,,M10,C,2,12,a,,,,,
,,M10,C,2,12,b ,,,,,
,,M10,C,2,12,c,,,,,
,,M10,C,2,18,a,,,,,
,,M10,C,2,18,b ,,,,,
,,M10,C,2,18,c,,,,,
,,M10,C,2,24,a ,,,,,
,,M10,C,2,24,b ,,,,,
,,M10,C,2,24,c,,,,,
,,M10,C,2,48,a,,,,,
,,M10,C,2,48,b ,,,,,
,,M10,C,2,48,c,,,,,
,,M10,C,,,E-1 ,,,,,
,,M10,C,,,E-2 ,,,,,
,,M10,C,,,E-3 ,,,,,
,,M10,C,,,E-4 ,,,,,
,,M10,S,1,0.5,a,,,,,
,,M10,S,1,0.5,b ,,,,,
,,M10,S,1,0.5,c,,,,,
,,M10,S,1,2,a,,,,,
,,M10,S,1,2,b ,,,,,
,,M10,S,1,2,c,,,,,
,,M10,S,1,6,a,,,,,
,,M10,S,1,6,b ,,,,,
,,M10,S,1,6,c,,,,,
,,M10,S,1,12,a,,,,,
,,M10,S,1,12,b ,,,,,
,,M10,S,1,12,c,,,,,
,,M10,S,1,18,a,,,,,
,,M10,S,1,18,b ,,,,,
,,M10,S,1,18,c,,,,,
,,M10,S,1,24,a ,,,,,
,,M10,S,1,24,b ,,,,,
,,M10,S,1,24,c,,,,,
,,M10,S,1,48,a,,,,,
,,M10,S,1,48,b ,,,,,
,,M10,S,1,48,c,,,,,
,,M10,S,2,0.5,a,,,,,
,,M10,S,2,0.5,b ,,,,,
,,M10,S,2,0.5,c,,,,,
,,M10,S,2,2,a,,,,,
,,M10,S,2,2,b ,,,,,
,,M10,S,2,2,c,,,,,
,,M10,S,2,6,a,,,,,
,,M10,S,2,6,b ,,,,,
,,M10,S,2,6,c,,,,,
,,M10,S,2,12,a,,,,,
,,M10,S,2,12,b ,,,,,
,,M10,S,2,12,c,,,,,
,,M10,S,2,18,a,,,,,
,,M10,S,2,18,b ,,,,,
,,M10,S,2,18,c,,,,,
,,M10,S,2,24,a ,,,,,
,,M10,S,2,24,b ,,,,,
,,M10,S,2,24,c,,,,,
,,M10,S,2,48,a,,,,,
,,M10,S,2,48,b ,,,,,
,,M10,S,2,48,c,,,,,
,,M10,S,,,E-1 ,,,,,
,,M10,S,,,E-2 ,,,,,
,,M10,S,,,E-3 ,,,,,
,,M10,S,,,E-4 ,,,,,
,,M11,B,1,0.5,a ,,,,,
,,M11,B,1,0.5,b ,,,,,
,,M11,B,1,0.5,c,,,,,
,,M11,B,1,2,a ,,,,,
,,M11,B,1,2,b ,,,,,
,,M11,B,1,2,c,,,,,
,,M11,B,1,6,a ,,,,,
,,M11,B,1,6,b ,,,,,
,,M11,B,1,6,c,,,,,
,,M11,B,1,12,a ,,,,,
,,M11,B,1,12,b ,,,,,
,,M11,B,1,12,c,,,,,
,,M11,B,1,18,a ,,,,,
,,M11,B,1,18,b ,,,,,
,,M11,B,1,18,c ,,,,,
,,M11,B,1,24,a ,,,,,
,,M11,B,1,24,b ,,,,,
,,M11,B,1,24,c,,,,,
,,M11,B,1,48,a ,,,,,
,,M11,B,1,48,b ,,,,,
,,M11,B,1,48,c,,,,,
,,M11,B,2,0.5,a ,,,,,
,,M11,B,2,0.5,b ,,,,,
,,M11,B,2,0.5,c,,,,,
,,M11,B,2,2,a ,,,,,
,,M11,B,2,2,b ,,,,,
,,M11,B,2,2,c,,,,,
,,M11,B,2,6,a ,,,,,
,,M11,B,2,6,b ,,,,,
,,M11,B,2,6,c,,,,,
,,M11,B,2,12,a ,,,,,
,,M11,B,2,12,b ,,,,,
,,M11,B,2,12,c,,,,,
,,M11,B,2,18,a,,,,,
,,M11,B,2,18,b ,,,,,
,,M11,B,2,18,c,,,,,
,,M11,B,2,24,a ,,,,,
,,M11,B,2,24,b ,,,,,
,,M11,B,2,24,c,,,,,
,,M11,B,2,48,a ,,,,,
,,M11,B,2,48,b ,,,,,
,,M11,B,2,48,c,,,,,
,,M11,B,,,E1 ,,,,,
,,M11,B,,,E2 ,,,,,
,,M11,B,,,E3,,,,,
,,M11,B,,,E4 ,,,,,
,,M11,G,1,0.5,a,,,,,
,,M11,G,1,0.5,b ,,,,,
,,M11,G,1,0.5,c,,,,,
,,M11,G,1,2,a,,,,,
,,M11,G,1,2,b ,,,,,
,,M11,G,1,2,c,,,,,
,,M11,G,1,6,a,,,,,
,,M11,G,1,6,b ,,,,,
,,M11,G,1,6,c,,,,,
,,M11,G,1,12,a,,,,,
,,M11,G,1,12,b ,,,,,
,,M11,G,1,12,c,,,,,
,,M11,G,1,18,a,,,,,
,,M11,G,1,18,b ,,,,,
,,M11,G,1,18,c,,,,,
,,M11,G,1,24,a ,,,,,
,,M11,G,1,24,b ,,,,,
,,M11,G,1,24,c,,,,,
,,M11,G,1,48,a,,,,,
,,M11,G,1,48,b ,,,,,
,,M11,G,1,48,c,,,,,
,,M11,G,2,0.5,a,,,,,
,,M11,G,2,0.5,b ,,,,,
,,M11,G,2,0.5,c,,,,,
,,M11,G,2,2,a,,,,,
,,M11,G,2,2,b ,,,,,
,,M11,G,2,2,c,,,,,
,,M11,G,2,6,a,,,,,
,,M11,G,2,6,b ,,,,,
,,M11,G,2,6,c,,,,,
,,M11,G,2,12,a,,,,,
,,M11,G,2,12,b ,,,,,
,,M11,G,2,12,c,,,,,
,,M11,G,2,18,a,,,,,
,,M11,G,2,18,b ,,,,,
,,M11,G,2,18,c,,,,,
,,M11,G,2,24,a ,,,,,
,,M11,G,2,24,b ,,,,,
,,M11,G,2,24,c,,,,,
,,M11,G,2,48,a,,,,,
,,M11,G,2,48,b ,,,,,
,,M11,G,2,48,c,,,,,
,,M11,G,,,E-1 ,,,,,
,,M11,G,,,E-2 ,,,,,
,,M11,G,,,E-3 ,,,,,
,,M11,G,,,E-4 ,,,,,
,,M11,C,1,0.5,a,,,,,
,,M11,C,1,0.5,b ,,,,,
,,M11,C,1,0.5,c,,,,,
,,M11,C,1,2,a,,,,,
,,M11,C,1,2,b ,,,,,
,,M11,C,1,2,c,,,,,
,,M11,C,1,6,a,,,,,
,,M11,C,1,6,b ,,,,,
,,M11,C,1,6,c,,,,,
,,M11,C,1,12,a,,,,,
,,M11,C,1,12,b ,,,,,
,,M11,C,1,12,c,,,,,
,,M11,C,1,18,a,,,,,
,,M11,C,1,18,b ,,,,,
,,M11,C,1,18,c,,,,,
,,M11,C,1,24,a ,,,,,
,,M11,C,1,24,b ,,,,,
,,M11,C,1,24,c,,,,,
,,M11,C,1,48,a,,,,,
,,M11,C,1,48,b ,,,,,
,,M11,C,1,48,c,,,,,
,,M11,C,2,0.5,a,,,,,
,,M11,C,2,0.5,b ,,,,,
,,M11,C,2,0.5,c,,,,,
,,M11,C,2,2,a,,,,,
,,M11,C,2,2,b ,,,,,
,,M11,C,2,2,c,,,,,
,,M11,C,2,6,a,,,,,
,,M11,C,2,6,b ,,,,,
,,M11,C,2,6,c,,,,,
,,M11,C,2,12,a,,,,,
,,M11,C,2,12,b ,,,,,
,,M11,C,2,12,c,,,,,
,,M11,C,2,18,a,,,,,
,,M11,C,2,18,b ,,,,,
,,M11,C,2,18,c,,,,,
,,M11,C,2,24,a ,,,,,
,,M11,C,2,24,b ,,,,,
,,M11,C,2,24,c,,,,,
,,M11,C,2,48,a,,,,,
,,M11,C,2,48,b ,,,,,
,,M11,C,2,48,c,,,,,
,,M11,C,,,E-1 ,,,,,
,,M11,C,,,E-2 ,,,,,
,,M11,C,,,E-3 ,,,,,
,,M11,C,,,E-4 ,,,,,
,,M11,S,1,0.5,a,,,,,
,,M11,S,1,0.5,b ,,,,,
,,M11,S,1,0.5,c,,,,,
,,M11,S,1,2,a,,,,,
,,M11,S,1,2,b ,,,,,
,,M11,S,1,2,c,,,,,
,,M11,S,1,6,a,,,,,
,,M11,S,1,6,b ,,,,,
,,M11,S,1,6,c,,,,,
,,M11,S,1,12,a,,,,,
,,M11,S,1,12,b ,,,,,
,,M11,S,1,12,c,,,,,
,,M11,S,1,18,a,,,,,
,,M11,S,1,18,b ,,,,,
,,M11,S,1,18,c,,,,,
,,M11,S,1,24,a ,,,,,
,,M11,S,1,24,b ,,,,,
,,M11,S,1,24,c,,,,,
,,M11,S,1,48,a,,,,,
,,M11,S,1,48,b ,,,,,
,,M11,S,1,48,c,,,,,
,,M11,S,2,0.5,a,,,,,
,,M11,S,2,0.5,b ,,,,,
,,M11,S,2,0.5,c,,,,,
,,M11,S,2,2,a,,,,,
,,M11,S,2,2,b ,,,,,
,,M11,S,2,2,c,,,,,
,,M11,S,2,6,a,,,,,
,,M11,S,2,6,b ,,,,,
,,M11,S,2,6,c,,,,,
,,M11,S,2,12,a,,,,,
,,M11,S,2,12,b ,,,,,
,,M11,S,2,12,c,,,,,
,,M11,S,2,18,a,,,,,
,,M11,S,2,18,b ,,,,,
,,M11,S,2,18,c,,,,,
,,M11,S,2,24,a ,,,,,
,,M11,S,2,24,b ,,,,,
,,M11,S,2,24,c,,,,,
,,M11,S,2,48,a,,,,,
,,M11,S,2,48,b ,,,,,
,,M11,S,2,48,c,,,,,
,,M11,S,,,E-1 ,,,,,
,,M11,S,,,E-2 ,,,,,
,,M11,S,,,E-3 ,,,,,
,,M11,S,,,E-4 ,,,,,
,,M12,B,1,0.5,a ,,,,,
,,M12,B,1,0.5,b ,,,,,
,,M12,B,1,0.5,c,,,,,
,,M12,B,1,2,a ,,,,,
,,M12,B,1,2,b ,,,,,
,,M12,B,1,2,c,,,,,
,,M12,B,1,6,a ,,,,,
,,M12,B,1,6,b ,,,,,
,,M12,B,1,6,c,,,,,
,,M12,B,1,12,a ,,,,,
,,M12,B,1,12,b ,,,,,
,,M12,B,1,12,c,,,,,
,,M12,B,1,18,a ,,,,,
,,M12,B,1,18,b ,,,,,
,,M12,B,1,18,c ,,,,,
,,M12,B,1,24,a ,,,,,
,,M12,B,1,24,b ,,,,,
,,M12,B,1,24,c,,,,,
,,M12,B,1,48,a ,,,,,
,,M12,B,1,48,b ,,,,,
,,M12,B,1,48,c,,,,,
,,M12,B,2,0.5,a ,,,,,
,,M12,B,2,0.5,b ,,,,,
,,M12,B,2,0.5,c,,,,,
,,M12,B,2,2,a ,,,,,
,,M12,B,2,2,b ,,,,,
,,M12,B,2,2,c,,,,,
,,M12,B,2,6,a ,,,,,
,,M12,B,2,6,b ,,,,,
,,M12,B,2,6,c,,,,,
,,M12,B,2,12,a ,,,,,
,,M12,B,2,12,b ,,,,,
,,M12,B,2,12,c,,,,,
,,M12,B,2,18,a,,,,,
,,M12,B,2,18,b ,,,,,
,,M12,B,2,18,c,,,,,
,,M12,B,2,24,a ,,,,,
,,M12,B,2,24,b ,,,,,
,,M12,B,2,24,c,,,,,
,,M12,B,2,48,a ,,,,,
,,M12,B,2,48,b ,,,,,
,,M12,B,2,48,c,,,,,
,,M12,B,,,E1 ,,,,,
,,M12,B,,,E2 ,,,,,
,,M12,B,,,E3,,,,,
,,M12,B,,,E4 ,,,,,
,,M12,G,1,0.5,a,,,,,
,,M12,G,1,0.5,b ,,,,,
,,M12,G,1,0.5,c,,,,,
,,M12,G,1,2,a,,,,,
,,M12,G,1,2,b ,,,,,
,,M12,G,1,2,c,,,,,
,,M12,G,1,6,a,,,,,
,,M12,G,1,6,b ,,,,,
,,M12,G,1,6,c,,,,,
,,M12,G,1,12,a,,,,,
,,M12,G,1,12,b ,,,,,
,,M12,G,1,12,c,,,,,
,,M12,G,1,18,a,,,,,
,,M12,G,1,18,b ,,,,,
,,M12,G,1,18,c,,,,,
,,M12,G,1,24,a ,,,,,
,,M12,G,1,24,b ,,,,,
,,M12,G,1,24,c,,,,,
,,M12,G,1,48,a,,,,,
,,M12,G,1,48,b ,,,,,
,,M12,G,1,48,c,,,,,
,,M12,G,2,0.5,a,,,,,
,,M12,G,2,0.5,b ,,,,,
,,M12,G,2,0.5,c,,,,,
,,M12,G,2,2,a,,,,,
,,M12,G,2,2,b ,,,,,
,,M12,G,2,2,c,,,,,
,,M12,G,2,6,a,,,,,
,,M12,G,2,6,b ,,,,,
,,M12,G,2,6,c,,,,,
,,M12,G,2,12,a,,,,,
,,M12,G,2,12,b ,,,,,
,,M12,G,2,12,c,,,,,
,,M12,G,2,18,a,,,,,
,,M12,G,2,18,b ,,,,,
,,M12,G,2,18,c,,,,,
,,M12,G,2,24,a ,,,,,
,,M12,G,2,24,b ,,,,,
,,M12,G,2,24,c,,,,,
,,M12,G,2,48,a,,,,,
,,M12,G,2,48,b ,,,,,
,,M12,G,2,48,c,,,,,
,,M12,G,,,E-1 ,,,,,
,,M12,G,,,E-2 ,,,,,
,,M12,G,,,E-3 ,,,,,
,,M12,G,,,E-4 ,,,,,
,,M12,C,1,0.5,a,,,,,
,,M12,C,1,0.5,b ,,,,,
,,M12,C,1,0.5,c,,,,,
,,M12,C,1,2,a,,,,,
,,M12,C,1,2,b ,,,,,
,,M12,C,1,2,c,,,,,
,,M12,C,1,6,a,,,,,
,,M12,C,1,6,b ,,,,,
,,M12,C,1,6,c,,,,,
,,M12,C,1,12,a,,,,,
,,M12,C,1,12,b ,,,,,
,,M12,C,1,12,c,,,,,
,,M12,C,1,18,a,,,,,
,,M12,C,1,18,b ,,,,,
,,M12,C,1,18,c,,,,,
,,M12,C,1,24,a ,,,,,
,,M12,C,1,24,b ,,,,,
,,M12,C,1,24,c,,,,,
,,M12,C,1,48,a,,,,,
,,M12,C,1,48,b ,,,,,
,,M12,C,1,48,c,,,,,
,,M12,C,2,0.5,a,,,,,
,,M12,C,2,0.5,b ,,,,,
,,M12,C,2,0.5,c,,,,,
,,M12,C,2,2,a,,,,,
,,M12,C,2,2,b ,,,,,
,,M12,C,2,2,c,,,,,
,,M12,C,2,6,a,,,,,
,,M12,C,2,6,b ,,,,,
,,M12,C,2,6,c,,,,,
,,M12,C,2,12,a,,,,,
,,M12,C,2,12,b ,,,,,
,,M12,C,2,12,c,,,,,
,,M12,C,2,18,a,,,,,
,,M12,C,2,18,b ,,,,,
,,M12,C,2,18,c,,,,,
,,M12,C,2,24,a ,,,,,
,,M12,C,2,24,b ,,,,,
,,M12,C,2,24,c,,,,,
,,M12,C,2,48,a,,,,,
,,M12,C,2,48,b ,,,,,
,,M12,C,2,48,c,,,,,
,,M12,C,,,E-1 ,,,,,
,,M12,C,,,E-2 ,,,,,
,,M12,C,,,E-3 ,,,,,
,,M12,C,,,E-4 ,,,,,
,,M12,S,1,0.5,a,,,,,
,,M12,S,1,0.5,b ,,,,,
,,M12,S,1,0.5,c,,,,,
,,M12,S,1,2,a,,,,,
,,M12,S,1,2,b ,,,,,
,,M12,S,1,2,c,,,,,
,,M12,S,1,6,a,,,,,
,,M12,S,1,6,b ,,,,,
,,M12,S,1,6,c,,,,,
,,M12,S,1,12,a,,,,,
,,M12,S,1,12,b ,,,,,
,,M12,S,1,12,c,,,,,
,,M12,S,1,18,a,,,,,
,,M12,S,1,18,b ,,,,,
,,M12,S,1,18,c,,,,,
,,M12,S,1,24,a ,,,,,
,,M12,S,1,24,b ,,,,,
,,M12,S,1,24,c,,,,,
,,M12,S,1,48,a,,,,,
,,M12,S,1,48,b ,,,,,
,,M12,S,1,48,c,,,,,
,,M12,S,2,0.5,a,,,,,
,,M12,S,2,0.5,b ,,,,,
,,M12,S,2,0.5,c,,,,,
,,M12,S,2,2,a,,,,,
,,M12,S,2,2,b ,,,,,
,,M12,S,2,2,c,,,,,
,,M12,S,2,6,a,,,,,
,,M12,S,2,6,b ,,,,,
,,M12,S,2,6,c,,,,,
,,M12,S,2,12,a,,,,,
,,M12,S,2,12,b ,,,,,
,,M12,S,2,12,c,,,,,
,,M12,S,2,18,a,,,,,
,,M12,S,2,18,b ,,,,,
,,M12,S,2,18,c,,,,,
,,M12,S,2,24,a ,,,,,
,,M12,S,2,24,b ,,,,,
,,M12,S,2,24,c,,,,,
,,M12,S,2,48,a,,,,,
