Location,Route_ID,Transect_ID,Point_ID,Distance_AlongTransect_sft,Distance_AlongTransect_m,Distance_OffTransect,Northing,Easting,Elevation_sft,Elevation_m,Date
SanPablo,xsB,xsB,XSB-40,146.780953522,44.73883463351,-0.04077461124,1804175.881,6425203.346,6.871,2.09428498900,6/3/2025
SanPablo,xsB,xsB,XSB-41,155.188243056,47.30137648347,0.28363711739,1804183.984,6425201.081,6.760,2.06045212100,6/3/2025
SanPablo,xsB,xsB,XSB-42,159.112656821,48.49753779904,-0.09317923730,1804187.889,6425200.538,6.670,2.03302006600,6/3/2025
SanPablo,xsB,xsB,XSB-43,162.316611791,49.47410327390,0.43123948005,1804190.884,6425199.285,6.758,2.05984252000,6/3/2025
SanPablo,xsB,xsB,XSB-44,170.692310843,52.02701634495,0.25659626413,1804199.072,6425197.513,6.775,2.06502413000,6/3/2025
SanPablo,xsB,xsB,XSB-45,181.752098485,55.39803961823,0.41762402535,1804209.793,6425194.792,6.645,2.02540005100,6/3/2025
SanPablo,xsB,xsB,XSB-46,197.314514149,60.14146391262,1.25662208165,1804224.737,6425190.368,6.695,2.04064008100,6/3/2025
SanPablo,xsB,xsB,XSB-47,212.679021386,64.82456571845,0.25911925402,1804239.914,6425187.776,6.739,2.05405130800,6/3/2025
SanPablo,xsB,xsB,XSB-48,230.557196991,70.27383364286,2.15396237812,1804256.866,6425181.788,6.680,2.03606807200,6/3/2025
SanPablo,xsB,xsB,XSB-49,244.522793476,74.53054745148,2.75734669238,1804270.311,6425177.963,6.755,2.05892811800,6/3/2025
SanPablo,xsB,xsB,XSB-50,261.603412819,79.73672022723,2.79739179521,1804286.917,6425173.964,6.683,2.03698247400,6/3/2025
SanPablo,xsB,xsB,XSB-51,272.618807938,83.09421265950,2.43678307901,1804297.716,6425171.761,6.753,2.05831851700,6/3/2025
SanPablo,xsB,xsB,XSB-52,286.287728205,87.26049955688,1.29162585837,1804311.278,6425169.706,7.010,2.13665227300,6/3/2025
SanPablo,xsB,xsB,XSB-53,297.732500000,90.74886600000,0.88619396140,1804323.446,6425167.815,6.855,2.08940817900,6/3/2025
SanPablo,xsC,xsC,XSC-1,0.139763862,0.04260002518,-7.75823247705,1803997.663,6425111.293,2.389,0.72816865600,6/3/2025
SanPablo,xsC,xsC,XSC-2,2.903220272,0.88490153897,-7.71568511431,1804000.422,6425111.128,2.351,0.71658623300,6/3/2025
SanPablo,xsC,xsC,XSC-3,4.884917717,1.48892292027,-7.88376310862,1804002.409,6425111.208,2.423,0.73853187700,6/3/2025
SanPablo,xsC,xsC,XSC-4,7.113419749,2.16817033936,-7.17478366083,1804004.604,6425110.401,2.573,0.78425196900,6/3/2025
SanPablo,xsC,xsC,XSC-5,10.762758625,3.28048882878,-6.55119195346,1804008.222,6425109.616,2.622,0.79918719800,6/3/2025
SanPablo,xsC,xsC,XSC-6,13.890768395,4.23390620686,-6.46373974216,1804011.343,6425109.390,2.899,0.88361696700,6/3/2025
SanPablo,xsC,xsC,XSC-7,16.315204243,4.97287425339,-5.96476879243,1804013.743,6425108.784,2.977,0.90739141500,6/3/2025
SanPablo,xsC,xsC,XSC-8,21.898337252,6.67461319444,-5.29366507932,1804019.291,6425107.866,3.363,1.02504445000,6/3/2025
SanPablo,xsC,xsC,XSC-9,25.635069292,7.81356912005,-4.29924029769,1804022.980,6425106.707,3.509,1.06954533900,6/3/2025
SanPablo,xsC,xsC,XSC-10,30.015075031,9.14859486951,-3.72088310010,1804027.330,6425105.935,3.720,1.13385826800,6/3/2025
SanPablo,xsC,xsC,XSC-11,34.106608858,10.39569437977,-2.92348451499,1804031.382,6425104.957,3.878,1.18201676400,6/3/2025
SanPablo,xsC,xsC,XSC-12,40.185874659,12.24865459600,-3.36437935625,1804037.475,6425105.128,4.670,1.42341884700,6/3/2025
SanPablo,xsC,xsC,XSC-13,45.726957359,13.93757660315,-3.78138984999,1804043.029,6425105.299,4.832,1.47279654600,6/3/2025
SanPablo,xsC,xsC,XSC-14,49.973266773,15.23185171232,-3.21122074014,1804047.246,6425104.541,4.890,1.49047498100,6/3/2025
SanPablo,xsC,xsC,XSC-15,56.699083684,17.28188070697,-3.16553980240,1804053.963,6425104.197,5.338,1.62702565400,6/3/2025
SanPablo,xsC,xsC,XSC-16,62.784671386,19.13676783857,-3.15318614429,1804060.042,6425103.915,5.407,1.64805689600,6/3/2025
SanPablo,xsC,xsC,XSC-17,68.076428862,20.74969551726,-2.63926576470,1804065.306,6425103.167,5.523,1.68341376700,6/3/2025
SanPablo,xsC,xsC,XSC-18pin,73.372371060,22.36389869894,1.75031961323,1804070.402,6425098.547,5.697,1.73644907300,6/3/2025
SanPablo,xsC,xsC,XSC-19,77.284099569,23.55619354854,0.91596541174,1804074.347,6425099.207,5.754,1.75382270800,6/3/2025
SanPablo,xsC,xsC,XSC-20,83.226965131,25.36757897199,2.29294131664,1804080.223,6425097.568,5.917,1.80350520700,6/3/2025
SanPablo,xsC,xsC,XSC-21,90.367963382,27.54415523886,3.05812554800,1804087.323,6425096.487,6.070,1.85013970000,6/3/2025
SanPablo,xsC,xsC,XSC-22,96.577908854,29.43694661876,2.75724359324,1804093.540,6425096.512,6.072,1.85074930100,6/3/2025
SanPablo,xsC,xsC,XSC-23,106.090090504,32.33625958562,1.69667535718,1804103.090,6425097.150,6.322,1.92694945400,6/3/2025
SanPablo,xsC,xsC,XSC-24,114.974823297,35.04432614093,2.43734682878,1804111.933,6425096.016,6.421,1.95712471400,6/3/2025
SanPablo,xsC,xsC,XSC-25,122.535627422,37.34885923823,1.68045639828,1804119.520,6425096.437,6.322,1.92694945400,6/3/2025
SanPablo,xsC,xsC,XSC-26,130.401327578,39.74632464577,0.93400847387,1804127.411,6425096.834,6.454,1.96718313400,6/3/2025
SanPablo,xsC,xsC,XSC-27,145.782903844,44.43462909165,-0.07209933999,1804142.822,6425097.157,6.471,1.97236474500,6/3/2025
SanPablo,xsC,xsC,XSC-28,153.296820289,46.72487082409,-0.21311760178,1804150.335,6425096.965,6.689,2.03881127800,6/3/2025
SanPablo,xsC,xsC,XSC-29,157.673755517,48.05896068158,-0.13314485516,1804154.704,6425096.691,6.708,2.04460248900,6/3/2025
SanPablo,xsC,xsC,XSC-30,162.054412568,49.39418495073,2.30987418901,1804158.972,6425094.056,6.978,2.12689865400,6/3/2025
SanPablo,xsC,xsC,XSC-31,164.330113097,50.08781847197,4.12677214815,1804161.165,6425092.140,6.769,2.06319532600,6/3/2025
SanPablo,xsC,xsC,XSC-32,168.143906793,51.25026279051,4.08264044478,1804164.977,6425092.015,6.936,2.11409702800,6/3/2025
SanPablo,xsC,xsC,XSC-33,172.188771038,52.48313741238,5.38982627635,1804168.960,6425090.530,6.900,2.10312420600,6/3/2025
SanPablo,xsC,xsC,XSC-34,173.580677194,52.90739040873,5.87353689069,1804170.329,6425089.985,6.851,2.08818897600,6/3/2025
SanPablo,xsC,xsC,XSC-35,175.137602776,53.38194132612,5.96864434505,1804171.880,6425089.821,6.790,2.06959613900,6/3/2025
